purchase_id,customer_id,purchase_date,purchase_value,channel,region,payment_method,campaign_group
362,CUST0057,2020/10/06,108.52,Online,South,Credit Card,
3247,CUST0436,2025-12-04,86.64,In-Store,NORTH,Credit Card,
2443,CUST0336,2024/11/20,147.43,Online,North,Debit Card,
3294,CUST0441,29-05-2025,163.14, Online,East,Debit Card,
730,CUST0109,2025-03-15,$163.29,In-Store,East,Credit Card,
1254,CUST0175,2025-06-12,135.49,Instore,North,Credit Card,
2051,CUST0279,06 Jan 2025,90.06,In-Store,North,PayPal,
1602,CUST0215,01/02/2026,171.86,Online,SOUTH,Credit Card,
950,CUST0135,2025/10/31,163.94,online,North,Credit Card,
2922,CUST0391,2026-07-26,154.35,Instore,West,Credit Card,
268,CUST0042,18 May 2026,$135.79,In-Store,South,Credit Card,
2236,CUST0308,27 May 2023,60.39,Online,East,Cash,
3106,CUST0416,2024-01-05,88.99,In-Store,NORTH,Cash,
114,CUST0018,2024/12/18,139.19,Instore,West,PayPal,
2249,CUST0311,06/30/2026,151.71,IN-STORE,West,Credit Card,
327,cust0052,2025/06/12,117.51,Online,NORTH,Cash,
1347,CUST0183,2021-10-28,116.96,In-Store,West,Credit Card,
865,CUST0127,16 Jan 2026,63.59,Online,South,Debit Card,
1933,CUST0265,21-03-2025,72.7,In-Store,South,Debit Card,
2758,CUST0372,12/26/2025,135.69,Online,South,PayPal,
808,CUST0117,05/15/2024,101.84,in-store,south,Debit Card,
3229,CUST0431,23-11-2023,152.55,In-Store,North,PayPal,
1640,CUST0219,29 Jul 2024,78.12,In-Store,east,Credit Card,
1375,CUST0186,28 Sep 2021,86.65,Online,north,Debit Card,
3595,CUST0479,14 Aug 2023,66.55,In-Store,East,Debit Card,
283,CUST0045,2023/09/20,213.68,Online,West,Credit Card,
2866,CUST0386,2023/01/26,204.0,Online ,East,Credit Card,
3314,CUST0442,27 Sep 2025,198.06,Online,South,Debit Card,
429,CUST0068,08-02-2025,143.88,Online,East,Debit Card,
2350,CUST0324,18-01-2026,120.31,in-store,SOUTH,PayPal,
2354,CUST0324,2024-06-13,108.1,In-Store,South,Debit Card,
1582,CUST0212,25-12-2025,123.03,online,South,Credit Card,
514,CUST0083,08/21/2025,94.16,In-Store,North,Debit Card,
2398, CUST0332,07/28/2026,145.39,Online,North,PayPal,
1107,CUST0157,12-02-2026,-163.34,,south,Debit Card,
585,CUST0093,2024-01-01,$103.46,IN-STORE,East,Credit Card,
1806,CUST0238,2023-07-18,181.86,Online,North,PayPal,
2863,CUST0385,2024/04/26,80.07,In-Store,West,Credit Card,
2415,CUST0333,2025/06/16,134.77,In-Store,East,Cash,
606, CUST0095,21 Jan 2022,112.85,Online,South,Debit Card,
1588,CUST0213,25-03-2025,61.79,ONLINE,South,PayPal,
1302,CUST0179,2021-10-23,144.68,In-Store,West,Credit Card,
3503,CUST0466,2024-01-25,146.74,Online,North,Credit Card,
1499,CUST0200,2021/11/22,133.43,Online,East,Credit Card,
1394,CUST0187,2025-06-01,160.27,Online ,East,Credit Card,
1579,CUST0212,03/01/2026,185.16,Online,South,Credit Card,B
982,CUST0140,2024-04-13,78.82,In-Store,East,Cash,
2436,CUST0334,05/27/2022,116.41,ONLINE,South,Cash,
842,CUST0124,2024-06-22,145.48,In-Store,East,Debit Card,
389,CUST0062,04 Dec 2024,166.98,in-store,South,Debit Card,
871,CUST0129,21-02-2025,112.32,In-Store,West,Debit Card,
1509,CUST0202,2025/12/30,166.07,Online,West,Debit Card,
747,CUST0110,20-08-2023,116.56,Online,North,Credit Card,
2396,CUST0332,2025/01/05,218.74,Instore,North,Credit Card,
2200,CUST0303,2024/12/21,-60.35,ONLINE,South,Credit Card,
410,CUST0066,09/29/2025,155.1, Online,South,Debit Card,
607,CUST0095,03 May 2021,17.55,Online,South,PayPal,
1496,CUST0200,08/23/2021,61.76,Online,East,Credit Card,
3560,CUST0475,2024/08/06,,In-Store,East,Cash,
2088,CUST0287,2023/07/23,6259.54,Online,West,Cash,
3058,CUST0410,2025/06/20,109.09,Online,East,Debit Card,
1682,CUST0224,2026/05/27,121.74,,North,PayPal,
1150,CUST0161,2024/11/23,33.24,In-Store,East,Cash,
633,CUST0097,07 Oct 2021,76.35,Online,North,Credit Card,
3513,CUST0468,08/06/2024,61.62,In-Store,West,PayPal,
1040,CUST0148,2025/08/25,95.96,In-Store,West,Debit Card,
3482,CUST0464,12 Jan 2024,90.72,In-Store,North,PayPal,
2703,CUST0366,30-11-2025,198.29, Online,west,Credit Card,
2574,CUST0353,2025/01/17,183.7,In-Store,west,Credit Card,
1224,CUST0172,2025-02-16,78.23,Online,south,Cash,
580,CUST0092,17 Mar 2025,113.83,IN-STORE,West,Debit Card,
2855,CUST0384,06 Mar 2020,52.75, In-Store,West,Credit Card,
1162,CUST0163,05-04-2026,171.66, Online,North,Credit Card,B
1104,CUST0157,05/08/2026,99.77,IN-STORE,South,Debit Card,
81,CUST0010,08 Sep 2022,62.33,In-Store,South,PayPal,
674,CUST0103,2026-07-21,unknown,Online,North,Debit Card,
1384,CUST0186,11/23/2023,153.85,Online,North,Credit Card,
985,cust0141,02-06-2026,96.5,Online,West,Credit Card,
3,CUST0001,2026/05/21,82.88,Online,North,Credit Card,
1758,CUST0232,09-05-2024,156.84,Online,West,Credit Card,
2653,CUST0362,16 Dec 2023,149.41,In-Store,South,Credit Card,
298,CUST0047,2023/06/25,$104.08,In-Store,South,Cash,
1998, CUST0274,26-12-2023,77.51,In-Store,East,Credit Card,
1410,CUST0189,25-04-2022,160.94,Online ,West,Debit Card,
975,CUST0139,01-09-2025,100.55,In-Store,West,Credit Card,
1779,CUST0236,2025-11-16,123.96,online,North,PayPal,
1992,CUST0274,2023/05/22,58.96,,East,PayPal,
2630,CUST0360,22-12-2025,82.22,In-Store,South,PayPal,
2896,CUST0387,2026-06-28,145.07,In-Store,,PayPal,
1432,CUST0194,2022-10-15,171.51,In-Store,South,Credit Card,
3344,CUST0444,08/19/2025,39.64,In-Store,East,Credit Card,
3270,CUST0439,2024/05/16,135.76,Online,North,Credit Card,
145,CUST0022,24-05-2025,82.26, In-Store,South,Credit Card,
251,CUST0037,2025-11-22,177.19,In-Store,East,PayPal,
1304,CUST0180,02 Feb 2026,143.56,Online,West,Debit Card,A
997,CUST0144,09/07/2021,N/A, In-Store,South,Cash,
248,CUST0037,2025/12/01,171.6,Online,East,Debit Card,
3389,CUST0453,2022/07/19,103.72,In-Store,east,PayPal,
2884,CUST0387 ,09 Nov 2022,83.1,in-store,south,Credit Card,
3217,CUST0430,2024-12-03,185.21,Online,South,Credit Card,
3380,CUST0453,15 Jul 2024,156.32,Online, East,Cash,
1511,CUST0203,2026-04-29,128.1,In-Store,west,Credit Card,B
1904,CUST0255,11/06/2023,180.39,Online,east,PayPal,
2027,CUST0277,2026/01/24,,In-Store,south,PayPal,
1530,CUST0206,2022-04-04,183.69,Online,North,Credit Card,
1725,CUST0228,2023/04/11,154.94, In-Store,West,Debit Card,
1372,CUST0185,2023-12-17,59.63,Online,West,PayPal,
74,CUST0010,26 Mar 2022,113.14,In-Store,South,Credit Card,
2607,CUST0356,16 Jan 2023,120.88,In-Store,East,Credit Card,
2218,CUST0305,29-11-2023,69.68,Online,west,Debit Card,
833,CUST0121,2024-08-16,197.29,online,North,Credit Card,
93,CUST0013,18-08-2023,85.66,In-Store,West,Debit Card,
3210,CUST0429,2024-02-09,145.08, Online,South,Credit Card,
2911,CUST0390,07/28/2023,143.77,online,north,Debit Card,
385,CUST0061,2026-06-15,167.08,In-Store,North,Debit Card,
1794,CUST0237,2021-10-14,69.15,In-Store,north,PayPal,
1402,CUST0187,19-11-2023,80.68, Online,East,Debit Card,
899,CUST0131,15 Nov 2023,104.48,Online,East,Debit Card,
765,CUST0113,2023/03/04,99.36,In-Store,South,Credit Card,
454,CUST0074,02/09/2026,197.36, Online,South,Debit Card,B
128,CUST0019,2023/03/26,133.97,Instore,South,Credit Card,
2291,CUST0315,31-08-2024,133.28,Instore,North,Credit Card,
3547,CUST0474,15 Jun 2024,101.06,Online,East,Credit Card,
2505,CUST0343,03/03/2026,183.74,Online,South,Credit Card,B
960,CUST0136,2025/03/08,143.02,in-store,North,PayPal,
2320,CUST0321,2024-03-22,101.89,In-Store,WEST ,Credit Card,
3136,CUST0420 ,2023-07-03,128.22,online,SOUTH,PayPal,
1601,CUST0215,07/04/2024,37.21,ONLINE,South,Credit Card,
714,CUST0108,05/06/2024,127.26, In-Store,West,PayPal,
3172,CUST0425,01/14/2023,$89.96,In-Store,SOUTH,Credit Card,
1188,CUST0166,2023/07/13,,Online ,WEST ,Debit Card,
2374,CUST0327,2026/04/11,191.43,Online ,North,PayPal,B
861,CUST0127,2025/03/30,106.02, Online,South,PayPal,
2684,CUST0365,13-07-2022,107.09,IN-STORE,South,Debit Card,
916,CUST0132,2025-03-12,168.6,In-Store,South,Credit Card,
2322,CUST0322 ,01/17/2024,107.48,Online,West,Credit Card,
309,CUST0049,2025/07/18,94.2,In-Store,West,Cash,
918,CUST0132,2025/12/26,111.47,In-Store,South,Debit Card,
483,CUST0078,03-02-2024,131.49, Online, East,Cash,
1996,CUST0274,00/00/0000,135.24,In-Store,East,Cash,
2516,CUST0346,12/27/2024,83.56,Online,North,Credit Card,
1939,CUST0265,09-09-2024,127.34,Online,SOUTH,Debit Card,
3041,CUST0407,26-08-2024,128.84,In-Store,North,Credit Card,
240,CUST0037,10/11/2025,137.88, Online,East,Cash,
555,CUST0088,2021/08/01,77.69,In-Store,West,Cash,
598,CUST0094,06/14/2022,113.26,Online,North,Credit Card,
2151,CUST0294,26 Mar 2023,112.19,Online,east,PayPal,
643,CUST0098,01/29/2023,97.59,In-Store,East,PayPal,
1073,CUST0151,2026/03/16,173.65,In-Store,east,Debit Card,B
2100,CUST0288,03-10-2025,151.44,Online,North,Credit Card,
1205,CUST0170,2026-02-12,167.51,online,East,Credit Card,A
1102,CUST0156,10/14/2025,128.39,Instore,West,Credit Card,
2316,CUST0320,19-02-2023,156.97,Online,South,Credit Card,
478,CUST0076,2021/04/13,116.52,Online,South,Debit Card,
1536,CUST0206,26-11-2022,64.55,Online,NORTH,Credit Card,
45,CUST0007,2025/01/21,111.52,Online,North,Debit Card,
192,CUST0030,2026-07-26,72.44, Online,South,Credit Card,
2696,CUST0366,2023-03-26,54.77,Online,West,Debit Card,
2395,CUST0332,05/24/2023,101.67,In-Store,North,Credit Card,
2873,CUST0386,04-12-2023,143.08,Online,east,Credit Card,
3359,CUST0445,19 Nov 2025,104.13,In-Store,West,Debit Card,
3494,CUST0465,14 Aug 2024,118.5,In-Store,North,Credit Card,
3300,CUST0441,2025/05/12,155.44,online,East,Credit Card,
2781,CUST0375,04/18/2023,144.65,ONLINE,south,Debit Card,
2788,CUST0377,2023-06-05,118.04,In-Store,East,PayPal,
2306,CUST0318,02 Mar 2024,201.63,Online,East,PayPal,
994,CUST0144,2025/12/15,77.92, In-Store,South,Credit Card,
990,CUST0143,02-03-2026,178.95,In-Store,North,Credit Card,B
3169,CUST0424,13-05-2025,179.29,Online,West,Credit Card,
2784,CUST0376,2026/07/26,212.96,In-Store,WEST ,Debit Card,
3029,CUST0406,26-12-2021,,Online,,Debit Card,
1299,CUST0179,2023-09-30,70.68,Instore,West,Debit Card,
2077,CUST0285,2025/06/13,92.5,ONLINE,South,Debit Card,
2707,CUST0366,25-07-2022,141.07,ONLINE,West,Credit Card,
2405,CUST0332 ,2023/09/08,74.25,ONLINE,North,Credit Card,
1145,CUST0160,2023-06-03,157.66,Instore,North,PayPal,
3093,CUST0415,14-08-2024,144.16,Instore,East,Debit Card,
2071,CUST0283,04/29/2026,112.02, Online,North,Debit Card,B
1692,CUST0226,12/21/2024,97.24,In-Store, North,,
97,CUST0014,17 Mar 2025,170.27,In-Store,North,PayPal,
1903,CUST0254,20 Feb 2026,101.43,In-Store,North,Credit Card,A
2728,CUST0368,20 Dec 2024,90.97,Online,East,Debit Card,
2599,CUST0356,19 Dec 2021,154.89, Online,East,PayPal,
3587,CUST0478,2022-06-29,122.29,ONLINE,East,Credit Card,
2304,CUST0318,2023-12-04,226.98, Online,East,Credit Card,
23,CUST0004,2022/08/09,144.15,In-Store,north,Debit Card,
2652,CUST0362,29-10-2022,208.14,Online,South,Credit Card,
1520,CUST0205,21 Nov 2025,72.23,In-Store,SOUTH,PayPal,
249, CUST0037,05/18/2024,155.46,Online, East,PayPal,
2110,CUST0289,2025/02/11,86.55,In-Store,West,Credit Card,
1650,CUST0220,2025/05/03,110.05,Online,SOUTH,Debit Card,
1696,CUST0226,10-10-2023,111.26,In-Store,North,Cash,
2330,CUST0322,04-03-2023,68.16,In-Store,West,Credit Card,
2640, CUST0361,2024-02-28,197.2,IN-STORE,West,PayPal,
133,CUST0020,2022-05-13,107.94,In-Store,South,Debit Card,
1337,CUST0183,11/11/2023,63.68,Online,West,PayPal,
1839,CUST0241,30 Apr 2026,220.73,In-Store,West,Credit Card,B
272,CUST0044,23 Nov 2023,150.73,Online,east,PayPal,
3022,CUST0406,01/21/2022,56.49,In-Store,North,Credit Card,
250,CUST0037,2021/08/07,59.23,In-Store,East,PayPal,
3355,CUST0445,06-04-2022,44.19,in-store,west,Credit Card,
1341,CUST0183,2025-07-20,206.01,Online ,WEST ,Credit Card,
1130,CUST0159,30-03-2023,55.62,Online,North,Cash,
3386,CUST0453,2024/12/07,144.57,In-Store,East,Debit Card,
711,CUST0107,27-11-2024,175.61, Online,South,Credit Card,
835,CUST0121,11/13/2025,110.82,in-store,North,Credit Card,
3038,CUST0407 ,2025/04/21,115.98,in-store,North,Credit Card,
2829,CUST0382,2022-08-30,69.4,In-Store,South,,
2223,CUST0306,15-07-2026,127.5, Online,West,Cash,
1808,CUST0238,2024-09-06,155.04,Online,North,Debit Card,
609,CUST0095,2022/06/13,76.12,Online,South,PayPal,
1716,CUST0227,06/30/2026,147.84,Online,North,Debit Card,
3383,CUST0453,12/02/2024,130.34,Instore,East,Credit Card,
2364, CUST0326,2021-10-25,115.69,Online,WEST ,Credit Card,
505,CUST0081,2026/02/25,167.57,In-Store,East,Credit Card,A
1027,CUST0147,23-10-2023,163.14,In-Store,East,PayPal,
2985,CUST0399,25 Oct 2024,117.15, In-Store,East,Debit Card,
1809,CUST0238,02/23/2025,131.62,Online,North,Credit Card,
2995,CUST0403,11/30/2024,94.87,In-Store,East,Debit Card,
1472,CUST0198,2026-05-01,97.99,Online,West,Credit Card,
1023,CUST0147,21 Dec 2023,104.53,Online,east,Credit Card,
2185,CUST0298,2026/03/30,N/A,Online,east,Credit Card,B
266,CUST0041,04/19/2024,134.37,Online ,West,Debit Card,
1227,CUST0172,10/23/2022,81.02,Online,South,PayPal,
954,CUST0135,31 May 2023,97.61,Online ,North,PayPal,
3393,CUST0454,06/21/2021,6.46,In-Store,North,Credit Card,
1910,CUST0257,2026-05-24,-109.07,Instore,East,Credit Card,
1248,CUST0174,2020/04/15,99.35,Online,South,Credit Card,
3308,CUST0441,2025-10-16,180.98,Online,East,Credit Card,
679,CUST0104,07/25/2025,157.66,Online ,South,Cash,
2977,CUST0398,29 Dec 2022,38.31,In-Store,East,Cash,
275,CUST0044,05/01/2026,142.02,Online,East,Debit Card,
2049,CUST0279,18-08-2024,85.0,In-Store,NORTH,PayPal,
887,CUST0130,2024-12-05,144.31,Online,north,Cash,
233,CUST0036,09-02-2025,125.32,In-Store,North,Credit Card,
614,CUST0096,2026-01-27,99.92,In-Store,West,PayPal,
1860,CUST0248,07/23/2026,130.33,In-Store, North,Credit Card,
874,CUST0129,08/11/2023,,Online,West,PayPal,
3140,CUST0421,2024-10-02,160.05,Online,east,PayPal,
1637,CUST0219,12/14/2024,175.95,Online,East,Credit Card,
2461,CUST0338,06/22/2026,150.54,In-Store,North,Credit Card,
881,CUST0130,18-10-2020,34.19,In-Store,North,Credit Card,
3174,CUST0425,07 Mar 2020,42.76,In-Store,South,Debit Card,
648,CUST0099,02-01-2023,76.68,in-store,North,Debit Card,
1264,CUST0175,29 Apr 2022,94.05,in-store,north,Debit Card,
3292,CUST0440,02/02/2025,151.78,In-Store,north,PayPal,
37,CUST0006,19-01-2025,144.4,Online,North,Debit Card,
1671,CUST0223,02 May 2024,148.36,In-Store,East,Credit Card,
1658,CUST0221,2023/02/04,161.8,Online,East,Credit Card,
1937,CUST0265,07/26/2025,114.31,In-Store,South,Credit Card,
1861,CUST0249,02/25/2026,N/A,In-Store,North,Debit Card,B
202,CUST0031,06-07-2026,120.05,Online ,East,Credit Card,
3168,CUST0424,2025/11/13,132.28,Online,West,Debit Card,
31,CUST0006,2023/12/19,4502.24,Online,North,Credit Card,
823,CUST0118,16 Apr 2024,52.75,Online,NORTH,Credit Card,
938,CUST0134,31-03-2024,108.53,Online,East,Debit Card,
904,CUST0131,07 Feb 2022,80.04,In-Store,East,Credit Card,
2743,CUST0369,08-04-2022,53.28,in-store,South,Cash,
3256, CUST0438,08-11-2025,189.06,Online,South,Credit Card,
2018,CUST0276,04-07-2021,78.26,In-Store,West,Credit Card,
3522,CUST0469,29 Oct 2025,,Online,South,PayPal,
2267,CUST0312,08/11/2025,157.34,Online,West,Debit Card,
1673,CUST0223,2023/06/30,,Instore,East,Debit Card,
1414,CUST0189,2024/04/08,147.24,Online,West,Cash,
1628,CUST0218,04/19/2026,86.73,Online,North,PayPal,
3054,CUST0409,30-05-2024,44.65,Online,north,PayPal,
2375,CUST0327,29 Sep 2025,181.7,In-Store,North,Debit Card,
1612,CUST0217,08/04/2024,135.61,in-store,West,Cash,
1272,CUST0177,2023-10-10,120.45,In-Store,South,Credit Card,
1278,CUST0178,05-05-2024,168.29, Online, North,PayPal,
2302,CUST0317,2026/03/24,92.34,ONLINE,South,PayPal,
1866,CUST0250,23-06-2026,230.19,Instore,North,Credit Card,
628,CUST0097,23 Jun 2025,86.5, Online,North,PayPal,
531,CUST0084 ,06/04/2024,-83.17,In-Store,East,Debit Card,
2468,CUST0339,07-07-2025,80.01,Instore,South,Credit Card,
374,CUST0058,2026/04/16,136.99,In-Store,West,Debit Card,B
845,CUST0124,2025/07/10,94.23,In-Store,East,Debit Card,
227, CUST0035,2024/07/07,96.15,ONLINE,East,Debit Card,
194,CUST0030,25-09-2021,170.48,online,South,Credit Card,
2722,CUST0368,10/25/2021,103.21,ONLINE,East,Cash,
1012,CUST0146,25 May 2021,140.92,Online,South,Credit Card,
3483,CUST0464,01/31/2025,72.52,In-Store,North,Debit Card,
1029,CUST0147,2023-08-14,83.77,Online,East,Credit Card,
2965,CUST0396,12/06/2025,139.54,Online,east,Credit Card,
3376,CUST0450,10-01-2026,117.92,online,West,Debit Card,
1603,CUST0215,23-12-2024,152.43,Online,South,Credit Card,
2704,CUST0366,2023-05-11,120.0,In-Store,West,Debit Card,
185,CUST0029,08/28/2020,134.11,Online,East,PayPal,
728,CUST0109,22-12-2025,102.01,Online,east,PayPal,
2658,CUST0362,2024/05/02,220.63,Online ,South,Debit Card,
2546,CUST0349,2022-02-21,110.93,In-Store,South,Cash,
2836,CUST0382,02 Jul 2024,65.74,ONLINE,South,Credit Card,
2548,CUST0350,07-02-2025,-123.24,In-Store,East,PayPal,
230, CUST0035,2021-08-15,45.61,In-Store,East,Credit Card,
167,CUST0027,2025/02/01,120.11,Online,East,Debit Card,
2657,CUST0362,2024/02/15,64.24,In-Store,SOUTH,Debit Card,
2367,CUST0326,2022-06-25,111.7,In-Store,West,Credit Card,
1111,CUST0158,22 Jan 2026,$116.21, In-Store, East,PayPal,
2491,CUST0341,27-07-2023,$157.21,In-Store,North,Credit Card,
2972,CUST0397,2025/07/11,$187.73,Online,North,Debit Card,
1533,CUST0206,29-03-2025,116.57,Online,NORTH,Debit Card,
1997,CUST0274,06-11-2024,89.21,Online,East,Debit Card,
2529,CUST0347,2023/11/17,90.0,Online,East,Debit Card,
3552,CUST0474,2025-08-16,153.5,In-Store,East,Debit Card,
189,CUST0030,2024-02-23,$138.08,Online,South,PayPal,
404,CUST0065,27 Nov 2024,108.99, In-Store,East,Credit Card,
2499,CUST0342,2021-08-12,111.91,In-Store,North,Credit Card,
1951,CUST0267,2025-06-08,116.34,In-Store, East,Credit Card,
1257,CUST0175,16 Jan 2023,67.64,in-store,North,Credit Card,
2073,CUST0283,2024/01/08,133.01, Online,North,Credit Card,
153,CUST0023,2026-06-18,122.3,online,North,Debit Card,
816,CUST0117,04/21/2022,27.43, In-Store,South,Debit Card,
2237,CUST0308,08 Jul 2023,113.98,ONLINE,East,Credit Card,
1488,CUST0200,05/20/2025,146.37,Online,East,Debit Card,
893,CUST0130,2025-09-20,230.55,Online, North,Debit Card,
1644,CUST0220,08/29/2024,$62.93, In-Store,South,Credit Card,
1094,CUST0155,28-02-2026,150.61,Online,West,Cash,A
2526,CUST0347,09/15/2025,174.85, In-Store,east,Credit Card,
735,CUST0110 ,24-07-2026,92.02,,north,Debit Card,
1561,CUST0209,2025-12-30,174.18,Online,East,Credit Card,
2268,CUST0312,23-08-2022,62.9, Online,,PayPal,
927,CUST0133,18 Mar 2024,$93.34,IN-STORE,North,Credit Card,
843,CUST0124,11-08-2024,136.55,Online,East,Debit Card,
367,CUST0057,12/13/2020,49.02,In-Store,South,Credit Card,
71,CUST0009,16 Oct 2025,171.13,Online,North,Credit Card,
2825,CUST0382,2023/10/01,93.17,Online,South,Debit Card,
1033,CUST0148,2025/12/07,149.8,online,West,Debit Card,
2506,CUST0343,18 Aug 2025,144.53,Online,SOUTH,Debit Card,
2517,CUST0346,07/27/2025,108.28,In-Store,North,Credit Card,
2615,CUST0358,2026-04-14,194.31,IN-STORE,North,Cash,A
1800,CUST0237,20-05-2023,89.82,In-Store,North,Cash,
209,CUST0033,2024/05/08,124.83, In-Store,West,Debit Card,
397,CUST0064,2026-07-24,142.68,in-store,South,PayPal,
1970,CUST0270,03-11-2021,$83.26,In-Store,West,Credit Card,
721,CUST0108,2024/05/04,133.65,in-store,West,Credit Card,
1859,CUST0247,05-06-2026,81.67,Instore,east,PayPal,
1387,CUST0186,25 Nov 2022,179.33, In-Store,North,PayPal,
3098,CUST0415,10/11/2023,unknown,Online,East,PayPal,
2964,CUST0395,04-08-2023,69.89,online,South,Credit Card,
3340,CUST0444,25 Jan 2025,146.17,In-Store, East,Debit Card,
3099,CUST0415,30 Oct 2024,147.59,Online,East,Credit Card,
2659,CUST0362,20 Mar 2022,90.22,In-Store,South,Credit Card,
2409,CUST0332,11 Jan 2022,36.06,in-store,North,Credit Card,
2543,CUST0349,01/24/2025,143.74,Online,SOUTH,Credit Card,
59,CUST0008,2022/04/17,89.35,ONLINE, East,Credit Card,
288,CUST0046,12-02-2026,129.8,Online ,South,Credit Card,B
826,CUST0118,2023/08/20,90.65,In-Store,north,Credit Card,
222,CUST0034,2025-04-28,54.6,Online,East,Credit Card,
1350,CUST0184,10/22/2024,159.41,in-store,south,PayPal,
3476,CUST0462,2026/02/25,140.53,online,north,Debit Card,A
2779,CUST0375,2025/12/16,44.0,In-Store,South,Credit Card,
1513,CUST0203,06-03-2026,104.67,In-Store,West,Debit Card,A
2278,CUST0313,07/28/2023,203.54,In-Store,North,Credit Card,
2634,CUST0360,2023/12/24,154.81,In-Store,south,Debit Card,
3258,CUST0438,21-03-2024,124.78,Online,South,Cash,
3539,CUST0472,2026-06-19,84.49,in-store,East,PayPal,
356,CUST0056,2026-06-18,143.11,,South,Credit Card,
3177,CUST0425,2022-11-07,182.99,In-Store,South,Credit Card,
1229,CUST0172,2026/06/04,174.56,Online,SOUTH,Credit Card,
3265,CUST0438,11/29/2025,90.4,Online,South,Debit Card,
3240,CUST0434,2024/09/28,61.01,In-Store,North,Debit Card,
2220,CUST0306 ,2024-04-01,103.8,ONLINE,West,Debit Card,
1135,CUST0160,06 Jun 2022,151.99, Online,North,Debit Card,
2168,CUST0297,2021/05/17,140.46,Instore,North,Debit Card,
2473,CUST0339,2022/04/29,92.17,Online ,South,Debit Card,
2857,CUST0384,08-05-2020,112.69,in-store,West,Debit Card,
2507,CUST0343,12/22/2024,142.53,Online,South,Debit Card,
2428,CUST0334,2023/02/12,125.68,Online ,south,,
1578,CUST0212,06/12/2023,107.66,Online,South,Debit Card,
3573,CUST0477,19 Sep 2025,175.0,Online,West,Credit Card,
491,CUST0079,2022/04/15,$72.37,,North,Cash,
668,CUST0102,11 Jun 2026,133.58,In-Store,West,Debit Card,
2114,CUST0289,01/18/2025,-109.05,In-Store,West,Debit Card,
67,CUST0009,2025/01/07,136.07,online, North,Debit Card,
392,CUST0062,02/10/2025,158.12,In-Store,South,Debit Card,
2850,CUST0384,2022/12/10,127.82,In-Store,West,,
2893,CUST0387,06/07/2021,5.0,in-store,SOUTH,Debit Card,
296,CUST0047,2024-12-20,135.67,In-Store,South,Debit Card,
1554,CUST0209,09 Mar 2026,186.21,Online,East,Debit Card,A
2605,CUST0356,2021/07/21,142.14,Online ,East,Debit Card,
169,CUST0027,06 Aug 2023,118.09,Online, East,Cash,
1660,CUST0222,03/05/2022,99.51,In-Store,North,PayPal,
2239,CUST0309,2026-02-10,164.28,In-Store,East,PayPal,A
3462,CUST0461,15-09-2021,-89.86,IN-STORE,SOUTH,Credit Card,
305,CUST0048,2025/09/11,162.9,In-Store,East,PayPal,
2865,CUST0385,13 Oct 2024,121.36,Online,West,Credit Card,
1623,CUST0218,2026-04-02,138.37,In-Store,North,Credit Card,B
3230,CUST0432,2025-09-13,130.69,In-Store,West,Credit Card,
2485,CUST0341,17-11-2025,135.51,Online,North,Debit Card,
1981,CUST0273,2026/01/31,244.85,Online,South,Credit Card,
2487,CUST0341,03/26/2025,49.76,IN-STORE,NORTH,Debit Card,
543,CUST0085,02 Dec 2024,164.16,Online,WEST ,Credit Card,
204,CUST0032,2024-10-03,124.69,Online,South,Debit Card,
2273,CUST0313,17 Apr 2023,78.63, In-Store,North,PayPal,
672,CUST0102,2023/01/03,138.65,In-Store,West,PayPal,
2420,CUST0333,2025/06/27,83.93,In-Store,East,Credit Card,
3558,CUST0475,10/06/2025,163.75,Online, East,Credit Card,
3439,CUST0459 ,01 Mar 2024,$162.54,in-store,West,PayPal,
2266,CUST0312,09/17/2024,96.62,in-store,West,Cash,
1239,CUST0173 ,09-11-2022,125.11,online,North,Credit Card,
2065,CUST0281,11-07-2025,188.05,In-Store,East,Cash,
726,CUST0108,2025/11/08,135.07,Online,West,Cash,
1334,CUST0183,2022/04/26,72.16,Online,West,Credit Card,
732,CUST0109,26-10-2024,134.12,Online,East,Debit Card,
2955,CUST0395,24-06-2024,115.4,Online,SOUTH,Credit Card,
83,CUST0010,17-12-2021,112.58,In-Store,South,PayPal,
473,CUST0076,30 May 2023,139.19,In-Store,South,Debit Card,
3053,CUST0409,08-12-2024,176.54,Online,North,Credit Card,
1766,CUST0234,2026-02-05,95.3,Online,North,Credit Card,A
2691,CUST0365,03 Jun 2023,79.24, Online,south,Debit Card,
1800,CUST0237,2023-05-20,89.82,In-Store,North,Cash,
2276,CUST0313,01/18/2026,175.44,In-Store,North,PayPal,
365,CUST0057,2020-09-26,160.68,in-store,South,PayPal,
2633,CUST0360,20-09-2024,128.36,In-Store,SOUTH,Credit Card,
3372,CUST0447,06/19/2026,158.16, In-Store,North,Debit Card,
2669,CUST0364,10/27/2021,106.27,ONLINE,South,Credit Card,
2283,CUST0315,03-10-2023,78.57,Online, North,PayPal,
1624,CUST0218,2024/08/12,106.81,Instore,North,PayPal,
968,CUST0136,28-04-2023,122.7,Online,North,Debit Card,
2093,CUST0288,08 Sep 2022,2534.99,Instore,North,Credit Card,
3391,CUST0454,2020/11/08,106.76,Online,North,Credit Card,
2147,CUST0294,2022/08/05,98.61,IN-STORE,East,Credit Card,
2655,CUST0362,2024-09-07,93.51,IN-STORE,South,Credit Card,
